ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,CONTRACT_MARKET_NAME,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME,FutOnly_or_Combined
150120067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",01/20/2015 12:00:00 AM,2015 Report Week 03,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,427497,84837,41071,105917,219095,264932,409849,411920,17648,15577,427497,84837,41071,105917,219095,264932,409849,411920,17648,15577,0,0,0,0,0,0,0,0,0,0,-16240,-2326,3685,-9457,-3743,-8504,-15526,-14276,-714,-1964,100,19.8,9.6,24.8,51.3,62,95.9,96.4,4.1,3.6,100,19.8,9.6,24.8,51.3,62,95.9,96.4,4.1,3.6,100,0,0,0,0,0,0,0,0,0,124,36,24,44,61,58,114,109,124,36,24,44,61,58,114,109,0,0,0,0,0,0,0,0,24.5,29.9,37.7,42.5,12.5,22.9,19.8,29.8,24.5,29.9,37.7,42.5,12.5,22.9,19.8,29.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150113067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",01/13/2015 12:00:00 AM,2015 Report Week 02,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,443737,87163,37386,115374,222838,273436,425375,426196,18362,17541,443737,87163,37386,115374,222838,273436,425375,426196,18362,17541,0,0,0,0,0,0,0,0,0,0,16295,12608,-4200,1613,1144,14306,15365,11719,930,4576,100,19.6,8.4,26,50.2,61.6,95.9,96,4.1,4,100,19.6,8.4,26,50.2,61.6,95.9,96,4.1,4,100,0,0,0,0,0,0,0,0,0,127,36,25,53,60,55,119,114,127,36,25,53,60,55,119,114,0,0,0,0,0,0,0,0,24.3,28.7,36.7,41.5,13.1,21.8,20,28.6,24.3,28.7,36.7,41.5,13.1,21.8,20,28.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
150106067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",01/06/2015 12:00:00 AM,2015 Report Week 01,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,427442,74555,41586,113761,221694,259130,410010,414477,17432,12965,427442,74555,41586,113761,221694,259130,410010,414477,17432,12965,0,0,0,0,0,0,0,0,0,0,5932,8810,-3829,-618,-2375,8678,5817,4231,115,1701,100,17.4,9.7,26.6,51.9,60.6,95.9,97,4.1,3,100,17.4,9.7,26.6,51.9,60.6,95.9,97,4.1,3,100,0,0,0,0,0,0,0,0,0,123,35,27,49,56,54,111,110,123,35,27,49,56,54,111,110,0,0,0,0,0,0,0,0,25.8,29.1,38.5,44.4,11.1,20.1,18.6,26.6,25.8,29.1,38.5,44.4,11.1,20.1,18.6,26.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141230067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",12/30/2014 12:00:00 AM,2014 Report Week 52,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,421510,65745,45415,114379,224069,250452,404193,410246,17317,11264,421510,65745,45415,114379,224069,250452,404193,410246,17317,11264,0,0,0,0,0,0,0,0,0,0,4042,6621,642,-1281,-1981,2926,3359,2287,683,1755,100,15.6,10.8,27.1,53.2,59.4,95.9,97.3,4.1,2.7,100,15.6,10.8,27.1,53.2,59.4,95.9,97.3,4.1,2.7,100,0,0,0,0,0,0,0,0,0,116,32,24,49,53,51,109,103,116,32,24,49,53,51,109,103,0,0,0,0,0,0,0,0,23.5,27.4,36.1,43.5,11.1,19.4,19.3,26.3,23.5,27.4,36.1,43.5,11.1,19.4,19.3,26.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141223067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",12/23/2014 12:00:00 AM,2014 Report Week 51,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,417468,59124,44773,115660,226050,247526,400834,407959,16634,9509,417468,59124,44773,115660,226050,247526,400834,407959,16634,9509,0,0,0,0,0,0,0,0,0,0,-31172,-21156,-10907,3925,-14061,-19213,-31292,-26195,120,-4977,100,14.2,10.7,27.7,54.1,59.3,96,97.7,4,2.3,100,14.2,10.7,27.7,54.1,59.3,96,97.7,4,2.3,100,0,0,0,0,0,0,0,0,0,114,30,24,45,55,54,106,102,114,30,24,45,55,54,106,102,0,0,0,0,0,0,0,0,22.9,28,35.9,44.1,11.1,19.9,18.8,27,22.9,28,35.9,44.1,11.1,19.9,18.8,27,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141216067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",12/16/2014 12:00:00 AM,2014 Report Week 50,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,448640,80280,55680,111735,240111,266739,432126,434154,16514,14486,448640,80280,55680,111735,240111,266739,432126,434154,16514,14486,0,0,0,0,0,0,0,0,0,0,24223,13436,8565,8163,497,5945,22096,22673,2127,1550,100,17.9,12.4,24.9,53.5,59.5,96.3,96.8,3.7,3.2,100,17.9,12.4,24.9,53.5,59.5,96.3,96.8,3.7,3.2,100,0,0,0,0,0,0,0,0,0,119,28,26,48,57,56,111,107,119,28,26,48,57,56,111,107,0,0,0,0,0,0,0,0,25.4,27.5,37.8,43.3,12,18.5,20.3,25,25.4,27.5,37.8,43.3,12,18.5,20.3,25,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141209067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",12/09/2014 12:00:00 AM,2014 Report Week 49,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,424417,66844,47115,103572,239614,260794,410030,411481,14387,12936,424417,66844,47115,103572,239614,260794,410030,411481,14387,12936,0,0,0,0,0,0,0,0,0,0,10831,-8955,-381,6960,12628,5295,10633,11874,198,-1043,100,15.7,11.1,24.4,56.5,61.4,96.6,97,3.4,3,100,15.7,11.1,24.4,56.5,61.4,96.6,97,3.4,3,100,0,0,0,0,0,0,0,0,0,121,29,26,48,60,57,113,108,121,29,26,48,60,57,113,108,0,0,0,0,0,0,0,0,23.5,26.4,36.3,42.4,11.4,20.9,18.2,25.7,23.5,26.4,36.3,42.4,11.4,20.9,18.2,25.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141202067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",12/02/2014 12:00:00 AM,2014 Report Week 48,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,413586,75799,47496,96612,226986,255499,399397,399607,14189,13979,413586,75799,47496,96612,226986,255499,399397,399607,14189,13979,0,0,0,0,0,0,0,0,0,0,27972,-4500,8537,7152,25590,10854,28242,26543,-270,1429,100,18.3,11.5,23.4,54.9,61.8,96.6,96.6,3.4,3.4,100,18.3,11.5,23.4,54.9,61.8,96.6,96.6,3.4,3.4,100,0,0,0,0,0,0,0,0,0,124,27,29,50,59,59,113,113,124,27,29,50,59,59,113,113,0,0,0,0,0,0,0,0,23.5,27.5,37.2,43,11.8,22.8,19.7,28.1,23.5,27.5,37.2,43,11.8,22.8,19.7,28.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141125067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",11/25/2014 12:00:00 AM,2014 Report Week 47,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,385614,80299,38959,89460,201396,244645,371155,373064,14459,12550,385614,80299,38959,89460,201396,244645,371155,373064,14459,12550,0,0,0,0,0,0,0,0,0,0,-44684,1203,-9603,-15243,-30638,-18902,-44678,-43748,-6,-936,100,20.8,10.1,23.2,52.2,63.4,96.3,96.7,3.7,3.3,100,20.8,10.1,23.2,52.2,63.4,96.3,96.7,3.7,3.3,100,0,0,0,0,0,0,0,0,0,118,28,24,46,57,59,108,108,118,28,24,46,57,59,108,108,0,0,0,0,0,0,0,0,22.5,29.4,36.4,44.4,12,25.1,21.2,30.3,22.5,29.4,36.4,44.4,12,25.1,21.2,30.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141118067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",11/18/2014 12:00:00 AM,2014 Report Week 46,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,430298,79096,48562,104703,232034,263547,415833,416812,14465,13486,430298,79096,48562,104703,232034,263547,415833,416812,14465,13486,0,0,0,0,0,0,0,0,0,0,-43659,-1805,-1764,-17270,-23679,-27272,-42754,-46306,-905,2647,100,18.4,11.3,24.3,53.9,61.2,96.6,96.9,3.4,3.1,100,18.4,11.3,24.3,53.9,61.2,96.6,96.9,3.4,3.1,100,0,0,0,0,0,0,0,0,0,126,26,34,51,59,58,114,116,126,26,34,51,59,58,114,116,0,0,0,0,0,0,0,0,22.1,27.3,35.9,43.3,12.4,22.8,20.9,28.5,22.1,27.3,35.9,43.3,12.4,22.8,20.9,28.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141111067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",11/11/2014 12:00:00 AM,2014 Report Week 45,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,473957,80901,50326,121973,255713,290819,458587,463118,15370,10839,473957,80901,50326,121973,255713,290819,458587,463118,15370,10839,0,0,0,0,0,0,0,0,0,0,4756,4593,3016,10133,-10491,-7361,4235,5788,521,-1032,100,17.1,10.6,25.7,54,61.4,96.8,97.7,3.2,2.3,100,17.1,10.6,25.7,54,61.4,96.8,97.7,3.2,2.3,100,0,0,0,0,0,0,0,0,0,136,31,31,57,65,65,127,127,136,31,31,57,65,65,127,127,0,0,0,0,0,0,0,0,24.3,26.8,37.4,42,11.8,22.7,19.8,27.8,24.3,26.8,37.4,42,11.8,22.7,19.8,27.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141104067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",11/04/2014 12:00:00 AM,2014 Report Week 44,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,469201,76308,47310,111840,266204,298180,454352,457330,14849,11871,469201,76308,47310,111840,266204,298180,454352,457330,14849,11871,0,0,0,0,0,0,0,0,0,0,-1524,-784,3582,-5310,5067,1109,-1027,-619,-497,-905,100,16.3,10.1,23.8,56.7,63.6,96.8,97.5,3.2,2.5,100,16.3,10.1,23.8,56.7,63.6,96.8,97.5,3.2,2.5,100,0,0,0,0,0,0,0,0,0,135,30,29,55,65,66,126,125,135,30,29,55,65,66,126,125,0,0,0,0,0,0,0,0,24.7,28.9,38.9,45,12.2,24.9,20.4,30.9,24.7,28.9,38.9,45,12.2,24.9,20.4,30.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141028067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",10/28/2014 12:00:00 AM,2014 Report Week 43,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,470725,77092,43728,117150,261137,297071,455379,457949,15346,12776,470725,77092,43728,117150,261137,297071,455379,457949,15346,12776,0,0,0,0,0,0,0,0,0,0,2277,-301,3020,2860,539,-2199,3098,3681,-821,-1404,100,16.4,9.3,24.9,55.5,63.1,96.7,97.3,3.3,2.7,100,16.4,9.3,24.9,55.5,63.1,96.7,97.3,3.3,2.7,100,0,0,0,0,0,0,0,0,0,135,33,30,58,60,62,123,126,135,33,30,58,60,62,123,126,0,0,0,0,0,0,0,0,25.4,31,39.6,46.8,13.1,26.8,21.4,32,25.4,31,39.6,46.8,13.1,26.8,21.4,32,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141021067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",10/21/2014 12:00:00 AM,2014 Report Week 42,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,468448,77393,40708,114290,260598,299270,452281,454268,16167,14180,468448,77393,40708,114290,260598,299270,452281,454268,16167,14180,0,0,0,0,0,0,0,0,0,0,-27918,-2214,-591,-14797,-11073,-11164,-28084,-26552,166,-1366,100,16.5,8.7,24.4,55.6,63.9,96.5,97,3.5,3,100,16.5,8.7,24.4,55.6,63.9,96.5,97,3.5,3,100,0,0,0,0,0,0,0,0,0,131,33,29,53,60,62,118,121,131,33,29,53,60,62,118,121,0,0,0,0,0,0,0,0,24.9,32.4,39.4,47.7,13.2,27.7,21.2,32.5,24.9,32.4,39.4,47.7,13.2,27.7,21.2,32.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141014067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",10/14/2014 12:00:00 AM,2014 Report Week 41,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,496366,79607,41299,129087,271671,310434,480365,480820,16001,15546,496366,79607,41299,129087,271671,310434,480365,480820,16001,15546,0,0,0,0,0,0,0,0,0,0,13063,-3411,2326,270,16190,9563,13049,12159,14,904,100,16,8.3,26,54.7,62.5,96.8,96.9,3.2,3.1,100,16,8.3,26,54.7,62.5,96.8,96.9,3.2,3.1,100,0,0,0,0,0,0,0,0,0,138,35,30,60,62,62,127,128,138,35,30,60,62,62,127,128,0,0,0,0,0,0,0,0,23.7,32.7,37.8,47.1,13.2,25.1,20.3,29.4,23.7,32.7,37.8,47.1,13.2,25.1,20.3,29.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
141007067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",10/07/2014 12:00:00 AM,2014 Report Week 40,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,483303,83018,38973,128817,255481,300871,467316,468661,15987,14642,483303,83018,38973,128817,255481,300871,467316,468661,15987,14642,0,0,0,0,0,0,0,0,0,0,16828,-7185,3229,9120,17515,8033,19450,20382,-2622,-3554,100,17.2,8.1,26.7,52.9,62.3,96.7,97,3.3,3,100,17.2,8.1,26.7,52.9,62.3,96.7,97,3.3,3,100,0,0,0,0,0,0,0,0,0,140,38,29,58,61,64,125,130,140,38,29,58,61,64,125,130,0,0,0,0,0,0,0,0,25.3,32.2,39.4,46.4,12.9,25.5,21.3,30,25.3,32.2,39.4,46.4,12.9,25.5,21.3,30,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
140930067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",09/30/2014 12:00:00 AM,2014 Report Week 39,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,466475,90203,35744,119697,237966,292838,447866,448279,18609,18196,466475,90203,35744,119697,237966,292838,447866,448279,18609,18196,0,0,0,0,0,0,0,0,0,0,13320,4546,2868,-2386,8192,7905,10352,8387,2968,4933,100,19.3,7.7,25.7,51,62.8,96,96.1,4,3.9,100,19.3,7.7,25.7,51,62.8,96,96.1,4,3.9,100,0,0,0,0,0,0,0,0,0,138,39,27,55,62,66,126,126,138,39,27,55,62,66,126,126,0,0,0,0,0,0,0,0,24.5,33.2,38.9,47,12.7,26,21.6,30.7,24.5,33.2,38.9,47,12.7,26,21.6,30.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
140923067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",09/23/2014 12:00:00 AM,2014 Report Week 38,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,453155,85657,32876,122083,229774,284933,437514,439892,15641,13263,453155,85657,32876,122083,229774,284933,437514,439892,15641,13263,0,0,0,0,0,0,0,0,0,0,-12625,-9651,4586,-3717,5909,-11605,-7459,-10736,-5166,-1889,100,18.9,7.3,26.9,50.7,62.9,96.5,97.1,3.5,2.9,100,18.9,7.3,26.9,50.7,62.9,96.5,97.1,3.5,2.9,100,0,0,0,0,0,0,0,0,0,136,35,28,54,62,61,125,120,136,35,28,54,62,61,125,120,0,0,0,0,0,0,0,0,24.5,34.9,38.7,49.1,13,27.6,21.8,32.6,24.5,34.9,38.7,49.1,13,27.6,21.8,32.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
140916067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",09/16/2014 12:00:00 AM,2014 Report Week 37,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,465780,95308,28290,125800,223865,296538,444973,450628,20807,15152,465780,95308,28290,125800,223865,296538,444973,450628,20807,15152,0,0,0,0,0,0,0,0,0,0,1723,8529,-913,2688,-13130,-2844,-1913,-1069,3636,2792,100,20.5,6.1,27,48.1,63.7,95.5,96.7,4.5,3.3,100,20.5,6.1,27,48.1,63.7,95.5,96.7,4.5,3.3,100,0,0,0,0,0,0,0,0,0,136,39,28,59,60,56,126,122,136,39,28,59,60,56,126,122,0,0,0,0,0,0,0,0,22.2,33.9,35.8,49.1,11.3,28.2,19.7,33.2,22.2,33.9,35.8,49.1,11.3,28.2,19.7,33.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
140909067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",09/09/2014 12:00:00 AM,2014 Report Week 36,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,464057,86779,29203,123112,236995,299382,446886,451697,17171,12360,464057,86779,29203,123112,236995,299382,446886,451697,17171,12360,0,0,0,0,0,0,0,0,0,0,4148,6227,-5264,5370,-7513,4131,4084,4237,64,-89,100,18.7,6.3,26.5,51.1,64.5,96.3,97.3,3.7,2.7,100,18.7,6.3,26.5,51.1,64.5,96.3,97.3,3.7,2.7,100,0,0,0,0,0,0,0,0,0,132,35,28,53,64,61,125,118,132,35,28,53,64,61,125,118,0,0,0,0,0,0,0,0,21.4,32.8,34.9,48.7,12.1,26.4,21.8,32.5,21.4,32.8,34.9,48.7,12.1,26.4,21.8,32.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
140902067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",09/02/2014 12:00:00 AM,2014 Report Week 35,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,459909,80552,34467,117742,244508,295251,442802,447460,17107,12449,459909,80552,34467,117742,244508,295251,442802,447460,17107,12449,0,0,0,0,0,0,0,0,0,0,6331,1171,-2244,193,7032,7039,8396,4988,-2065,1343,100,17.5,7.5,25.6,53.2,64.2,96.3,97.3,3.7,2.7,100,17.5,7.5,25.6,53.2,64.2,96.3,97.3,3.7,2.7,100,0,0,0,0,0,0,0,0,0,132,37,29,56,60,59,124,120,132,37,29,56,60,59,124,120,0,0,0,0,0,0,0,0,21.2,32.9,35.8,49.2,13.6,26.2,22.6,31.8,21.2,32.9,35.8,49.2,13.6,26.2,22.6,31.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
140826067411F,"CRUDE OIL, LIGHT SWEET-WTI - ICE FUTURES EUROPE",08/26/2014 12:00:00 AM,2014 Report Week 34,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,453578,79381,36711,117549,237476,288212,434406,442472,19172,11106,453578,79381,36711,117549,237476,288212,434406,442472,19172,11106,0,0,0,0,0,0,0,0,0,0,-14052,-3926,-1775,-2558,-1377,-2756,-7861,-7089,-6191,-6963,100,17.5,8.1,25.9,52.4,63.5,95.8,97.6,4.2,2.4,100,17.5,8.1,25.9,52.4,63.5,95.8,97.6,4.2,2.4,100,0,0,0,0,0,0,0,0,0,133,39,27,55,63,61,125,122,133,39,27,55,63,61,125,122,0,0,0,0,0,0,0,0,20.3,33.6,34.2,50.1,12.8,26.6,21.3,32.1,20.3,33.6,34.2,50.1,12.8,26.6,21.3,32.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
